teknik,kesehatan,ekonomi,hukum,title
1,0,0,0,whats problem  toward framework collective problem representation emergency response management
1,0,0,0,influence temperature temperature prehistory frictional characteristics metal friction pairs
1,0,0,0,development air suction cleaning device vertical conical peanut sheller plot planting 
1,0,0,0,research magnetic amplification characteristics internal inspection steel tube corrosion 
1,0,0,0,finite element analysis functionally graded beams using different beam theories
1,0,0,0,effects behavioral anthropomorphic realism social influence virtual humans ar
1,0,0,0,a braincomputer interface augmented reality neurofeedback treat adhd virtual telekinesis approach
1,0,0,0,intention use interactive ar app engineering education
1,0,0,0,climate zones asphalt binder performance highway pavement design
1,0,0,0,the fros theave deformation controlling method operation station caused freezing adjacent tunnel 
1,0,0,0,the face stability shield tunnel traversing fault fracture zone 
1,0,0,0,mechanical properties pipeline erosion slurry transportation slurry shield 
1,0,0,0,the deformation laws control measures bridge affected construction long distance overlapping tunnels 
1,0,0,0,the additional stress layered foundation caused aircraft load influence scope underpass tunnel 
1,0,0,0,thermalmechanical coupling analysis slurry shield cutterhead considering friction heat 
1,0,0,0,simplified calculation method rebound large area foundation pit excavation 
1,0,0,0,centrifugal test study instability mode shield tunnel excavation facein silty sand stratum seepage 
1,0,0,0,blasting vibration response characteristics urban supershallow buried small clear distance tunnel 
1,0,0,0,the law transient pressure process 350kmh highspeed train entering tunnel 350km
1,0,0,0,artificial bee colony optimized selftuning pi speed controller fcsmpcc permanent magnet synchronous machines
1,0,0,0,the influence dislocation stress waterproof performance shield tunnel joint 
1,0,0,0,dfedforest decentralized federated forest
1,0,0,0,localization confinement efficiency carbon fiberreinforced plasticconfined materials
1,0,0,0,fatigue characteristics ballastless track system longspan cablestayed bridge highspeed railway 
1,0,0,0,effects salt content characteristics artificial freezethaw soft clay shanghai 
1,0,0,0,updating national normative base field ensuring fire safety electrical wiring
1,0,0,0,regulatory guillotine field industrial safety
1,0,0,0,effect fillermatrix interphase boundaries dc electrical conductivity two threedimensional composites
1,0,0,0,testing safetyrelevant components bicycles use limit prüfung sicherheitsrelevanter bauteile fahrrädern einsatz limit
1,0,0,0,statistical modeling isar imaging based bayesian compressive sensing pareto distribution f amily
1,0,0,0,commodity sales forecast based arima model residual optimization
1,0,0,0,finite volume method fractional maxwell viscoelastic fluid moving plate convective boundary condition
1,0,0,0,mechanical characteristics wear laws disc cutters shield machine based csm model csm
1,0,0,0,prevention control method typical rock burst disaster lhasalinzhi section tunnel sichuantibet railway application 
1,0,0,0,law thermal thaw highway tunnel portal permafrost region 
1,0,0,0,accurate ranging hybrid transmission lines distribution networks
1,0,0,0,changes land use pattern ecosystem service value yangtzehwai ecological economic zone 
1,0,0,0,on constructing rule law natural resources based concept life community nexus perspective 
1,0,0,0,analysis effect landscape fragmentation ecosystem service value case study suzhou 
1,0,0,0,dynamic systems modeling analysis marxs law profit rates
1,0,0,0,in situ transport electrodeposition agi stainless steel electrode across carrier mediated supported liquid membrane
1,0,0,0,comparison discrete gait control phasedifference control earthwormlike locomotion robots 
1,0,0,0,a review fetal cardiac monitoring focus low middleincome countries
1,0,0,0,effect liquid nitrogen structural damage coal samples different joints 
1,0,0,0,numerical analysis residual stress foreign object damage leading edge titanium alloy blade 
1,0,0,0,analysis load sharing mechanism parameter matching gear split torque drive system 
1,0,0,0,characteristics coal geology south china sea 
1,0,0,0,test slope stability fullsection high dump rainfall 
1,0,0,0,isothermal adsorption swelling deformation characteristics soft coal different moisture content 
1,0,0,0,general provisions development regional programs ensuring safety hydraulic structures
1,0,0,0,fullscale experimental study smoke temperature fire characteristics occurred deflected positions tunnels 
1,0,0,0,interaction analysis two collinear cracks unequal length condition unloading 
1,0,0,0,the influence analysis centrifugal inertia force effect flow field sealing characteristics supercritical carbon dioxide dry gas seal 
1,0,0,0,application research fapp rockburst prediction modelfor tunnel walls fapp
1,0,0,0,analysis factors influencing magnitude microseismic events coal reservoirs 
1,0,0,0,from fresh pond mystic river topography horizon landscape architecture olmsteds del fresh pond al mystic river topografía horizonte en el paisajismo de los olmsted
1,0,0,0,effect drum structure doublerope multilayer winding hoist wire ropes tension difference 
1,0,0,0,preparation technology largesized tungsten heavy alloy 
1,0,0,0,energy distribution characteristics gas outlet pulse detonation combustor 
1,0,0,0,stability mechanism nonpillar gobside entry retaining roof cutting coupled staticdynamic loading 
1,0,0,0,numerical buckling temperature prediction graded sandwich panel using higher order shear deformation theory variable temperature loading
1,0,0,0,uncertain factors relating prediction corrosioninduced cracking concrete cover
1,0,0,0,porositydependent mechanical behaviors fg plate using refined trigonometric shear deformation theory
1,0,0,0,extended boolean algebra asynchronous quasidelayinsensitive logic
1,0,0,0,adaptive compensation control false data injection attack 
1,0,0,0,nonlinear continuous timevarying feedback control ammunition transfer manipulator based disturbance observer 
1,0,0,0,crash risk evaluation model based brake heating trucks continuous downhill road conditions 
1,0,0,0,study tensile mechanical properties energy consumption law saturated slate impact loads 
1,0,0,0,numerical simulations propaneoxygen detonation narrow channel using detailed chemical mechanism formation detailed structure irregular cells
1,0,0,0,experimental study shear mechanical properties boltresin interfaces constant normal stiffness 
1,0,0,0,reclaiming responsivity gap cocreation cycling policies berlins mobility law
1,0,0,0,design development centrifugal diesel particulate arrestor
1,0,0,0,flow colloidal suspension irreversibility analysis aggregation kinematics nanoparticles microchannel
1,0,0,0,modeling simulation engraving process projectile rotating band based twophase flow interior ballistic
1,0,0,0,nonnewtonian biomagnetic fluid flow stenosed bifurcated artery slip boundary condition
1,0,0,0,iterative learning control design discretetime stochastic switched systems
1,0,0,0,influence stator winding transient dynamic reactive power characteristic synchronous condensers 
1,0,0,0,branching phenomena discharge channel liquid dielectrics needleplane electrode system 
1,0,0,0,timedependent deflection responses porous fgm structure including pattern porosity
1,0,0,0,evaluation induction motors low crossing capability using nameplate parameters 
1,0,0,0,lnmr experimental study influence confining pressure gas adsorption laws high rank coal lnmr
1,0,0,0,gassy coal thermalhydraulicmechanical coupling model numerical simulation considering adsorption desorption thermal effect 
1,0,0,0,roof deformation multisection mining steeply dipping coal seam based mining damage prediction 
1,0,0,0,roof fracture instability law overlying strata fully mechanized caving mining ultraclose thick coal seams room mining goaf 
1,0,0,0,triaxial loading test strength behavior failure mechanism composite rock 
1,0,0,0,localization actuation mnps based magnetic fieldfree point feasibility movable electromagnetic actuations
1,0,0,0,examination index gradients created ficks law diffusion
1,0,0,0,influence microfeature parameters constrained substrate mass transfer photopolymerization inhibition gas continuous liquid interface production 
1,0,0,0,mud cover effect mininginduced failure soft overburden thick clay strata 
1,0,0,0,mechanism roof cutting pressure relief gobside highstress roadway deep coal mine 
1,0,0,0,economic viability renewable energy communities framework renewable energy directive transposed austrian law
1,0,0,0,a modified lin equation energy balance isotropic turbulence
1,0,0,0,digital identities  selfsovereignty blockchain keys success
1,0,0,0,the structural diagnosis existing rc buildings role nondestructive tests case low concrete strength
1,0,0,0,ion diffusion shotcrete lining compound salt corrosion environment saline soil northwest china 
1,0,0,0,durabilitybased design structures made ultrahighperformanceultrahighdurability concrete extremely aggressive scenarios application geothermal water basin case study
1,0,0,0,research flood forecasting based flood hydrograph generalization random forest qiushui river basin china
1,0,0,0,simulation experimental research droplet flow characteristics deposition airflow field
1,0,0,0,wind turbine pitch anomaly recognition system based adaboostsamme adaboostsamme
1,0,0,0,aggregation behavior mgal2o4 inclusions magnesiumtreated low carbon steel mgal2o4
1,0,0,0,computational model evaluation service life fiberreinforced concrete structures longterm static loading
1,0,0,0,theory technical challenge scaled model experiments marine diesel engines 
1,0,0,0,multiview ontology alignment visualization moav humancognition based ontology alignment visualization technique
1,0,0,0,prediction component activity titanium bearing slag system mmivm mmivm
1,0,0,0,numerical analysis slot die coating nanocellulosic materials
1,0,0,0,ship motion attitude prediction based elmemdlstm integrated model elmemdlstm
1,0,0,0,numerical simulation dent damage unburied submarine pipelines impacted dropped objects 
1,0,0,0,estimation c stress field p91 steel threshold stress p91c
1,0,0,0,asymptotic properties mixing length closures turbulent pipe flow
1,0,0,0,fingering instability marangoni spreading deep layer polymer solution
1,0,0,0,finite time control based reinforcement learning smallsize unmanned helicopter 
1,0,0,0,guidance method target within dense group
1,0,0,0,study indoor model test suspended water curtain 
1,0,0,0,the characteristics differential distribution microbial carbonates saline lacustrine western qaidam basin 
1,0,0,0,an experimental study natural gas hydrates sand production using depressurization 
1,0,0,0,numerical simulation research steelceramic composite target plate structure penetration highspeed projectile
1,0,0,0,the diffusion law distribution characteristics high drop dust 
1,0,0,0,communicationefficient massive uav online path control federated learning meets meanfield game theory
1,0,0,0,breaking millisecond barrier robots selfdriving cars need completely reengineered networks
1,0,0,0,study preparation performance mndoped ultralow density proppants 
1,0,0,0,cadrc class underactuated mimo systems mimo
1,0,0,0,leidenfrost drop impact inclined superheated substrates
1,0,0,0,generalized friction dilatancy laws immersed granular flows consisting large small particles
1,0,0,0,electrical characteristics stability electromigration joule heating reliability aspect focused ion beam fabricated gold copper nanobar interconnects sio2and glass substrates
1,0,0,0,attenuation characteristics coal fissure induced gaswater twophase drive 
1,0,0,0,vibration eventtriggered control flexible nonlinear threedimensional eulerbernoulli beam system
1,0,0,0,determining hydraulic resistance binomial law filtration hydrocarbons porous medium allowance influence initial gradient
1,0,0,0,exact solution unsteady isothermal flow behind cylindrical shock wave rotating perfect gas axial magnetic field variable density
1,0,0,0,a generalization model reference adaptive control robust model reference adaptive control adaptive laws class nonlinear uncertain systems application control wing rock phenomenon
1,0,0,0,experimental numerical analysis permeability porous media
1,0,0,0,designing sustainable reverse logistics network considering conditional value risk uncertainty demand different quality market scenarios
1,0,0,0,on regularization lifshitztype field theories
1,0,0,0,autonomous vehicle convoy formation control sizeshape switching automated highways
1,0,0,0,investigations internal stresses highvoltage devices deep trenches
1,0,0,0,preparation strain sensitive performance cellulose nanofibercarbon nanotubesthermoplastic polyurethane composite films 
1,0,0,0,energybased local forward inverse kinematics methods tensegrity robots
1,0,0,0,experimental study acceleration response laws shallowburied bias tunnels small distance
1,0,0,0,damage based pof model solder joints temperature cycling electric coupling condition
1,0,0,0,investigation effect crack geometry permeability fiberconcrete based fractal theory 
1,0,0,0,the bubbleinduced population dynamics fermenting yeasts bubbleinduced population dynamics fermenting yeasts
1,0,0,0,energetics bouncing drop coefficient restitution bubble entrapment escape
1,0,0,0,parameters process pultrusion continuous glass fiberpolypropylene thermoplastic composites 
1,0,0,0,variableperformance servo system design without actuator current angle measurement rover vehicles
1,0,0,0,research stress detection technology longdistance oil gas pipeline based magnetomechanics characteristics
1,0,0,0,energy stable mass conservative numerical method generalized hydrodynamic phasefield model different densities
1,0,0,0,farfield particle manipulation scheme based x wave
1,0,0,0,rail corrugation characteristics small radius curve section cologneegg fasteners
1,0,0,0,sensitivity analysis exact tracking error dynamics passive output control flatpartially flat converter systems
1,0,0,0,wiener filter shortreach fiberoptic links
1,0,0,0,non thermallyactivated transients buffer traps gan transistors ptype gate new method extracting activation energy
1,0,0,0,investigation critical parameters power supplies components failure due electric pulse
1,0,0,0,inner outer scales turbulent rayleighbénard convection
1,0,0,0,effect oxygen vacancy gradient ionirradiated cadoped ymno3thin films
1,0,0,0,an adaptive delaytolerant routing algorithm data transmission opportunistic social networks
1,0,0,0,extended lookahead tracking controller orientationerror observer vehicle platooning
1,0,0,0,design terminal guidance system strapdown passive radar 
1,0,0,0,directional characteristics wireless power transfer via coupled magnetic resonance
1,0,0,0,indirect adaptive fuzzy control nonaffine nonlinear purefeedback systems
1,0,0,0,the investigation influence air cavitys pressure distribution plates drag
1,0,0,0,bias dependent variability lowfrequency noise singlelayer graphene fets
1,0,0,0,investigation heat transfer characteristics surfactant interface layer nanofluid molecular dynamics simulation
1,0,0,0,experimental investigation fatigue damage performance grp mortar pipe culvert
1,0,0,0,deep neural networkbased guidance law using supervised learning
1,0,0,0,machine learning openloop control mixing layer
1,0,0,0,subcritical crack growth cementitious materials subject chemomechanical deterioration numerical analysis based lattice model
1,0,0,0,a state state comparison occupational electrical fatalities
1,0,0,0,mutual inductance estimation based sensorless adaptive variance controller doubly fed induction generator
1,0,0,0,persistence behavior heat momentum fluxes convective surface layer turbulence
1,0,0,0,on equivalence quantum random walks finite graphs
1,0,0,0,quasinormal modes stability shadows black hole 4d einsteingaussbonnet gravity
1,0,0,0,shearinduced lift force spheres viscous linear shear flow finite volume fractions
1,0,0,0,cosmological hyperfluids torsion nonmetricity
1,0,0,0,lowcost robust estimation singlelook model using pareto distribution
1,0,0,0,characterization tcad modeling mixedmode stress induced impact ionization scaled sige hbts
1,0,0,0,investigation defect characteristics carrier transport mechanisms gan layers different carbon doping concentration
1,0,0,0,data informativity new perspective datadriven analysis control
1,0,0,0,influence artificial aging time bending characteristics 6061 aluminum sheet einfluss der künstlichen alterungszeit auf die biegeeigenschaften von 6061 aluminiumblech
1,0,0,0,efficiency estimation roller chain power transmission system
1,0,0,0,study heat effect highpower continuous wave laser steel cylinder
1,0,0,0,the importance compatible subgrid scale spatial discretization models simulation largescale pool fire
1,0,0,0,tcad framework hcd kinetics low vddevices spanning full vgvdspace
1,0,0,0,exact solutions gas dynamics equations series lagrangian coordinate numerical realization
1,0,0,0,dm dehghani method modifying optimization algorithms
1,0,0,0,exploring feasibility wavelength modulated nearinfrared spectroscopy
1,0,0,0,hopping single nanoparticles trapped plasmonic doublewell potential
1,0,0,0,torsioninduced gravitational  term gravitoelectromagnetism
1,0,0,0,nonlinear torsional analysis single pile expansive soil foundation 
1,0,0,0,a multilayer shallow water approach polydisperse sedimentation sediment compressibility mixture viscosity
1,0,0,0,an integrated control system optimal human trunk motion
1,0,0,0,assessing control fixedsupport balance recovery wearable lowerlimb exoskeletons using multibody dynamic modelling
1,0,0,0,analyzing controllability bilinear systems symmetric groups mapping lie brackets permutations
1,0,0,0,multiscale numerical analysis trmreinforced masonry diagonal compression tests
1,0,0,0,fast fractionalorder terminal sliding mode control sevenaxis robot manipulator
1,0,0,0,scaling law confined surface modes photonic fibonacci stub structures theory experiment
1,0,0,0,uniquely solvable energy stable decoupled numerical schemes cahnhilliardnavierstokesdarcyboussinesq system
1,0,0,0,analysis sbpsat stabilization finite element methods part linear problems
1,0,0,0,forty years food safety risk assessment history analysis
1,0,0,0,parameter design optimization camber vertical axis offshore wind turbine using cfd
1,0,0,0,nn reinforcement learning adaptive control class nonstrictfeedback discretetime systems
1,0,0,0,timefractional allencahn equations analysis numerical methods
1,0,0,0,active disturbance rejection position synchronous control dualhydraulic actuators unknown deadzones
1,0,0,0,information processing brain optimal entropy transport theoretical approach
1,0,0,0,modeling prediction pv module performance different operating conditions based powerlaw iv model
0,1,0,0,serum creatinine level 1month posttransplant independently predict longterm graft survival functional status
0,1,0,0,dilusional disorder celotipic case trastorno delirante un caso de celotipia
0,1,0,0,covid19 remote assessment pediatric patients guía de atención remota para pacientes pediátricos con covid19
0,1,0,0,the knowledge attitude practices mosquito borne diseases among people rural area thrissur
0,1,0,0,role field hospital covid19 pandemic
0,1,0,0,cytomegalovirus cmv shedding french daycare centers nationwide study epidemiology risk factors centers practices parents awareness cmv
0,1,0,0,update advisory committee immunization practices
0,1,0,0,factors associated single recurrent bacteremia childhood brucellosis
0,1,0,0,covid19 medical education opportunity build back better
0,1,0,0,covid19 pandemic ten research questions africa must answer itself
0,1,0,0,covid19 autopsy reports gaeast municipal 37 military hospitals accra ghana
0,1,0,0,molecular diagnosis novel coronavirus sarscov2 lessons learnt ghana experience
0,1,0,0,gastroenterology practice covid19 era ghana association study liver digestive diseases gaslidd position statement
0,1,0,0,clinical characteristics covid19 patients admitted korlebu teaching hospital accra ghana
0,1,0,0,colonial virus covid19 creative arts public health communication ghana
0,1,0,0,clinical molecular epidemiology invasive haemophilus influenzae serotype infections utah children
0,1,0,0,a modified harrington technique periacetabular reconstruction advanced metastatic bone disease discussion alternative treatment options
0,1,0,0,comparison prognostic scales patients metastatic spine disease
0,1,0,0,falls aging public health  literature review
0,1,0,0,caries risk assessment adults using cariogram
0,1,0,0,followup evaluation association weight changes metabolic hormonal outcomes children  singlecenter pilot study
0,1,0,0,vitamin review effects on epigenetics gene regulation
0,1,0,0,online supportive group social intervention face covid lockdown qualitative study psychotherapists psychology trainees students community people
0,1,0,0,predictive power high school educational attainment medical aptitude test performance bachelor program human medicine university bern cohort study
0,1,0,0,the swiss star trial  evaluation target groups sexually transmitted infection screening subsample women
0,1,0,0,the mental strategies surgeons primerpart i
0,1,0,0,transthyretinrelated familial amyloid polyneuropathy attrfap poland  genetic clinical presentation
0,1,0,0,botulinum toxin treatment intestinal pseudoobstruction following stroke
0,1,0,0,possible ethical issues digital mental health education covid19 pandemic prevent them
0,1,0,0,covid19 cardiovascular disease learned
0,1,0,0,sarscov2  covid19 patients swiss national transplant waiting list
0,1,0,0,impact covid19 pandemic acute coronary syndromes
0,1,0,0,clinical symptoms pathogen spectrum risk factors antibiogram suspected neonatal sepsis cases tertiary care hospital southern part nepal descriptive crosssectional study
0,1,0,0,success rate endoscopic sphenopalatine artery ligation management refractory posterior epistaxis patients tertiary care hospital descriptive crosssectional study
0,1,0,0,psychiatric morbidities patients noncommunicable diseases among inpatients medicine department tertiary care hospital descriptive crosssectional study
0,1,0,0,being imposter growing impostership
0,1,0,0,gingival plasma cell granuloma case report multiple lesions
0,1,0,0,enterococcus hirae cause bacteremic urinary tract infection first case report turkey
0,1,0,0,hepatitis c virus genotype correlation viral load patients kathmandu nepal
0,1,0,0,erosive tooth wear presence parafunctional habits tooth injuriesoccurrence group children adolescents exposed domestic violence
0,1,0,0,pregnancy loss amniocentesis chorionic villus sampling cohort study neuspela nosecnost po amniocentezi biopsiji horionskih resic kohortna študija
0,1,0,0,changes eating habits breast cancer patients spremembe prehranjevalnih navad pri bolnicah z rakom dojk
0,1,0,0,acquired hypertrichosis lanuginosa
0,1,0,0,audio interview look covid19 prevention care 2020
0,1,0,0,safe new therapeutic intervention families children autism randomised controlled feasibility trial
0,1,0,0,searching erosion empathy medical undergraduate students longitudinal study
0,1,0,0,clinical pattern predictors stroke treatment outcome among hospitalised patients stroke felege hiwot comprehensive specialised hospital northwest ethiopia retrospective crosssectional study
0,1,0,0,medical community responsibility promote equality
0,1,0,0,improving physician handover documentation process patient transfer paediatric intensive care unit general ward
0,1,0,0,peripheral artery disease time dialysis initiation mortality prospective observational multicenter study
0,1,0,0,qualitative study explore patients heart failure find significant integrated palliative care sessions danish clinic
0,1,0,0,seeking inspiration end turbulent year
0,1,0,0,medicaid child health equity
0,1,0,0,physician work hours gender pay gap  evidence primary care
0,1,0,0,impact 2017 accaha guideline prevalence elevated blood pressure hypertension crosssectional analysis 10 799 individuals
0,1,0,0,remote monitoring marginalised populations affected covid19 retrospective review
0,1,0,0,myxoedematous tamponade initial presentation hashimotos thyroiditis
0,1,0,0,therapeutic bronchoscopy central airway diseases
0,1,0,0,coinfection pseudomonas aeruginosa aspergillus fumigatus cystic fibrosis
0,1,0,0,interrelationships early antenatal care health facility delivery early postnatal care among women uganda structural equation analysis
0,1,0,0,key issues participatory research design implementation humanitarian assistance scoping review
0,1,0,0,implementation accelerated research strategies implementation applied phase 1 ad26zebov mvabnfilo twodose ebola vaccine clinical trial uganda
0,1,0,0,myocardial infarctioninduced acute stress posttraumatic stress symptoms moderating role alexithymia traitdifficulties identifying feelings  estrés agudo síntomas de estrés postraumático inducidos por infarto al miocardio el rol moderador de la alexitimiadificultades para identificar sentimientos
0,1,0,0,outofpocket expenditure hypertension care populationbased study lowincome urban medellin colombia
0,1,0,0,mhealth imagebased diagnostics acute burns resourcepoor settings studies role experts accuracy assessments
0,1,0,0,investigation stillbirth causes suriname application icdpm tool nationallevel hospital data
0,1,0,0,implementation intergrowth21st gestational dating fetal newborn growth standards nairobi kenya womens experiences ultrasound newborn assessment womens experiences ultrasound newborn assessment periurban kenya
0,1,0,0,increasing collaborative research output earlycareer health researchers africa lessons carta fellowship program
0,1,0,0,assessing completeness patient medical records surgical obstetric patients northern tanzania
0,1,0,0,helpseeking mental health issues deployed canadian armed forces personnel risk moral injury  búsqueda de ayuda para problemas de salud mental en fuerzas armadas canadienses desplegadas en riesgo de sufrir daño moral
0,1,0,0,measuring child survival millennium development goals africa learned needed evaluate sustainable development goals
0,1,0,0,developing sustainable capacitybuilding mental health research implementation outcomes training trainers systematic reviewing
0,1,0,0,effectiveness peerrefugee delivered psychological intervention reduce psychological distress among adult syrian refugees netherlands study protocol  efectividad de una intervención psicológica brindada por un refugiado aotro para reducir el malestar psicológico entre refugiados sirios en los países bajos estudio piloto
0,1,0,0,emdr children medically related subthreshold ptsd shortterm effects ptsd bloodinjectioninjury phobia depression sleep ptsdemdrptsd   emdr para niños con tept subumbral médicamente relacionado efectos corto plazo en tept belonefobia depresión sueño
0,1,0,0,dysphagia among patients total laryngectomy diagnostic therapeutic procedures zaburzenia polykania u pacjentów po calkowitym usunieciu krtani postepowanie diagnostycznoterapeutyczne
0,1,0,0,100 years otorhinolaryngology head neck surgery department medical university warsaw stulecie kliniki otorynolaryngologii chirurgii glowy szyi warszawskiego uniwersytetu medycznego
0,1,0,0,principles qualification surgical treatment nose paranasal sinuses era coronavirus zasady kwalifikacji leczenia chirurgicznego w obrebie nosa zatok przynosowych w dobie koronawirusa
0,1,0,0,oral lichen planus diabetes clinical study
0,1,0,0,a 65yearsold woman past history diabetes mellitus experiences sudden acute onset psychosis
0,1,0,0,risk factors multiple debridements patients deep incisional surgical site infection spinal surgery
0,1,0,0,multidimensional fatigue iranian social workers
0,1,0,0,identification ranking approaches promote occupational health behavior among farmers
0,1,0,0,measuring levels acetylcholinesterase plasma thiol groups selected technical personnel national iranian gas company
0,1,0,0,relationship chemical composition physical state used nanomaterials nanotechnology companies type prevalance symptoms employees companies tehran iran
0,1,0,0,content analysis occupational health theses tehran university medical sciences tarbiat modarres shahid beheshti iran 20072016
0,1,0,0,investigation effective variables predicting farmers safety behavior based integrated model planned behavior health belief theory
0,1,0,0,prehospital damage control management volume temperature bleeding
0,1,0,0,an unusual twostage infection following scolopendra bite
0,1,0,0,depression anxiety stress associated social determinants saudi college students
0,1,0,0,a retrospective epidemiological study paediatric femoral fractures
0,1,0,0,teaching traumainformed care symposium medical students
0,1,0,0,expanding training quality improvement patient safety multispecialty graduate medical education curriculum designed fellows
0,1,0,0,how create evaluate residentled audio program six clinical podcasts medicine house staff
0,1,0,0,risk management strategy preventing reduced treatment effectiveness position drug interactions polypharmacy patients coronary heart disease
0,1,0,0,relationship serum cystatin c vascular complications type 2 diabetes mellitus patients normal renal function
0,1,0,0,advances posttranslational modifications endometriosis
0,1,0,0,clinical features risk factors systemic lupus erythematosus complicated cytomegalovirus infection
0,1,0,0,segmental zoster paresisreport one case literature review
0,1,0,0,retraction naturally occurring sesquiterpene lactonesantonin exerts anticancer effects multidrug resistant breast cancer cells inducing mitochondrial mediated apoptosis caspase activation cell cycle arrest targeting rasrafmekerk signaling pathway medical science monitor 2019 25 36763682 doi 1012659msm915246
0,1,0,0,application multiple linear regression model fev1 pulmonary function test
0,1,0,0,ethical issues clinical research sudden infectious diseases countermeasures 
0,1,0,0,effectiveness safety acceptability medical abortion home versus clinic systematic review metaanalysis response covid19
0,1,0,0,guided relaxationbased virtual reality versus distractionbased virtual reality passive control postoperative pain management children adolescents undergoing nuss repair pectus excavatum protocol prospective randomised controlled trial forevr peds trial
0,1,0,0,risk covid19related bullying harassment stigma among healthcare workers analytical crosssectional global study
0,1,0,0,shortterm recovery physical activity knee function acute knee injury
0,1,0,0,natural history glaucomatous optic neuropathy highly myopic chinese study protocol registry cohort study
0,1,0,0,test characteristics history examination investigations evaluation septic arthritis child presenting acute nontraumatic limp systematic review
0,1,0,0,trends sociodemographic inequalities use caesarean section indonesia 19872017
0,1,0,0,covid19related disruptions increased mhealth emergency use intention experience sampling method study
0,1,0,0,tumor heterogeneity estimation radiomics cancer
0,1,0,0,direct estimation area receiver operating characteristic curve verification biased data
0,1,0,0,structural brain imaging diagnostic tool dementia how
0,1,0,0,celebrating contribution konrad maurer monte buchsbaum psychiatry research neuroimaging international society neuroimaging psychiatry isnip
0,1,0,0,twopart models repeatedly measured ordinal data dont know category
0,1,0,0,conductive hearing loss surgical treatment otosclerosis  longterm observations
0,1,0,0,expression cartilage oligomeric matrix protein synovial chondromatosis temporomandibular joint
0,1,0,0,implementing interactive introduction complementary medicine chronic pain management medical school curriculum
0,1,0,0,a brief dermatology curriculum skin cancer detection prevention improve medical student knowledge confidence
0,1,0,0,modern approaches pharmacotherapy communityacquired pneumonia
0,1,0,0,posterior scleritis paraneoplastic syndrome colon cancer case report
0,1,0,0,prognosis patients sepsis nonhepatic hyperammonemia cohort study
0,1,0,0,clinical effect analysis 146 cases ipsilateral simultaneous pancreas kidney transplantation 146
0,1,0,0,analysis bk virus infection kidney transplant recipients bk
0,1,0,0,the characteristics citation analysis publications national medical journal china 2016 2016
0,1,0,0,biomarkers length hospital stay changes muscle mass strength physical function older medical patients protocol copenhagen protect study  prospective cohort study
0,1,0,0,indigenous communities responses covid19 pandemic consequences maternal neonatal health remote peruvian amazon qualitative study based routine programme supervision
0,1,0,0,medical marijuana opioids memo study protocol longitudinal cohort study examine medical cannabis reduces opioid use among adults chronic pain
0,1,0,0,genderspecific physical activityrelated injuries risk factors among university students china multicentre populationbased crosssectional study
0,1,0,0,imatinib new chemopreventive option adenomatous polyposis
0,1,0,0,systematic examination preprint platforms use medical biomedical sciences setting
0,1,0,0,crosssectional association long working hours liver function kangbuk samsung health study
0,1,0,0,types workinglife sequences among people recently diagnosed multiple sclerosis sweden nationwide registerbased cohort study
0,1,0,0,gap realworld data clinical research within hospitals china qualitative study
0,1,0,0,continuity care evaluating multidisciplinary care model people early ckd via nationwide populationbased longitudinal study
0,1,0,0,successful treatment dermatoneuro syndrome plasmapheresis
0,1,0,0,diabetes mellitus risk ovarian cancer systematic review metaanalysis cohort casecontrol studies
0,1,0,0,burden diabetic macular oedema patients receiving antivascular endothelial growth factor therapy south korea healthcare resource use cost analysis
0,1,0,0,a retrospective study exposure versus nonexposure middle hepatic vein laparoscopic hemi hepatectomy
0,1,0,0,the value radiomic features evaluate microvascular invasion hepatocellular carcinoma preop eratively based computed tomography
0,1,0,0,the effect insulinlike growth factorbinding protein 2 immune microenvironment pan creatic ductal adenocarcinoma
0,1,0,0,risk factors post hepatectomy liver failure patients primary liver cancer
0,1,0,0,correlations gpcr48 expressions hepatocellular carcinoma metastasis prognosis
0,1,0,0,endoscopic management foreign bodies gastrointestinal tract retrospective study 109 cases
0,1,0,0,measurement weight volume submandibular gland vitro
0,1,0,0,application effect neuronavigationassisted tubular retractor system surgery trigone ventricular meningiomas 
0,1,0,0,clinical efficacy neuroendoscopic treatment intraventricular tumors assisted neuroendoport technology neuroendoport
0,1,0,0,clinical features outcomes comorbid moyamoya disease intracranial aneurysm children 
0,1,0,0,analysis influencing factors intracranial hematoma volume acute brain trauma patients 
0,1,0,0,influencing factor analysis postoperative intracranial infection related frontal sinus opening operation 
0,1,0,0,comparative study microsurgical clipping endovascular treatment bifurcation aneurysm middle cerebral artery 
0,1,0,0,relationship lifestyles selfconcept young university students relación entre los estilos de vida autoconcepto en jóvenes universitarios
0,1,0,0,combined tests xpert mtbrif assay bronchoalveolar lavage fluid increasing diagnostic performance smearnegative pulmonary tuberculosis eastern china
0,1,0,0,analysis influencing factors degree increase serum uric acid patients pyrazinamiderelated hyperuricemia 
0,1,0,0,primary intestinal lymphangiectasia adult patient case report review literature
0,1,0,0,effectiveness immersive virtual reality orthopedic surgical skills knowledge acquisition among senior surgical residents randomized clinical trial
0,1,0,0,regional variation active surveillance lowrisk prostate cancer us
0,1,0,0,physiological genetic convergence supports hypoxia resistance highaltitude songbirds
0,1,0,0,what spiritual care professional perspectives concept spiritual care identified group concept mapping
0,1,0,0,closed loop obstruction adhesive intestinal obstruction perineal hernia
